itemid,type,snmp_community,snmp_oid,hostid,name,key_,delay,history,trends,status,value_type,trapper_hosts,units,multiplier,delta,snmpv3_securityname,snmpv3_securitylevel,snmpv3_authpassphrase,snmpv3_privpassphrase,formula,error,lastlogsize,logtimefmt,templateid,valuemapid,delay_flex,params,ipmi_sensor,data_type,authtype,username,password,publickey,privatekey,mtime,flags,filter,interfaceid,port,description,inventory_link,lifetime,snmpv3_authprotocol,snmpv3_privprotocol,state,snmpv3_contextname
22731,4,{$SNMP_COMMUNITY},SNMPv2-MIB::sysDescr.0,10067,"Device description",sysDescr,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22710,NULL,,,,0,0,,,,,0,0,,NULL,,"A textual description of the entity.  This value should include the full name and version identification of the system's hardware type, software operating-system, and networking software.",14,0,0,0,0,
22732,4,{$SNMP_COMMUNITY},SNMPv2-MIB::sysLocation.0,10067,"Device location",sysLocation,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22712,NULL,,,,0,0,,,,,0,0,,NULL,,"The physical location of this node (e.g., `telephone closet, 3rd floor').  If the location is unknown, the value is the zero-length string.",24,0,0,0,0,
22733,4,{$SNMP_COMMUNITY},SNMPv2-MIB::sysName.0,10067,"Device name",sysName,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22711,NULL,,,,0,0,,,,,0,0,,NULL,,"An administratively-assigned name for this managed node. By convention, this is the node's fully-qualified domain name.  If the name is unknown, the value is the zero-length string.",3,0,0,0,0,
22734,4,{$SNMP_COMMUNITY},SNMPv2-MIB::sysUpTime.0,10067,"Device uptime",sysUpTime,60,7,365,0,3,,uptime,1,0,,0,,,0.01,,0,,22714,NULL,,,,0,0,,,,,0,0,,NULL,,"The time since the network management portion of the system was last re-initialized.",0,0,0,0,0,
22735,4,{$SNMP_COMMUNITY},IF-MIB::ifDescr,10067,"Network interfaces",ifDescr,3600,90,365,0,4,,,0,0,,0,,,1,,0,,22700,NULL,,,,0,0,,,,,0,1,:,NULL,,"You may also consider using IF-MIB::ifType or IF-MIB::ifAlias for discovery depending on your filtering needs.

{$SNMP_COMMUNITY} is a global macro.",0,30,0,0,0,
22736,4,{$SNMP_COMMUNITY},IF-MIB::ifAdminStatus.{#SNMPINDEX},10067,"Admin status of interface $1",ifAdminStatus[{#SNMPVALUE}],60,7,365,0,3,,,0,0,,0,,,1,,0,,22705,11,,,,0,0,,,,,0,2,,NULL,,"The desired state of the interface.",0,0,0,0,0,
22737,4,{$SNMP_COMMUNITY},IF-MIB::ifAlias.{#SNMPINDEX},10067,"Alias of interface $1",ifAlias[{#SNMPVALUE}],3600,7,365,0,1,,,0,0,,0,,,1,,0,,22708,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22738,4,{$SNMP_COMMUNITY},IF-MIB::ifDescr.{#SNMPINDEX},10067,"Description of interface $1",ifDescr[{#SNMPVALUE}],3600,7,365,0,1,,,0,0,,0,,,1,,0,,22703,NULL,,,,0,0,,,,,0,2,,NULL,,"A textual string containing information about the interface.  This string should include the name of the manufacturer, the product name and the version of the interface hardware/software.",0,0,0,0,0,
22739,4,{$SNMP_COMMUNITY},IF-MIB::ifInErrors.{#SNMPINDEX},10067,"Inbound errors on interface $1",ifInErrors[{#SNMPVALUE}],60,7,365,0,3,,,0,1,,0,,,1,,0,,22706,NULL,,,,0,0,,,,,0,2,,NULL,,"For packet-oriented interfaces, the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces, the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol.",0,0,0,0,0,
22740,4,{$SNMP_COMMUNITY},IF-MIB::ifInOctets.{#SNMPINDEX},10067,"Incoming traffic on interface $1",ifInOctets[{#SNMPVALUE}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,22701,NULL,,,,0,0,,,,,0,2,,NULL,,"The number of octets in valid MAC frames received on this interface, including the MAC header and FCS.",0,0,0,0,0,
22741,4,{$SNMP_COMMUNITY},IF-MIB::ifOperStatus.{#SNMPINDEX},10067,"Operational status of interface $1",ifOperStatus[{#SNMPVALUE}],60,7,365,0,3,,,0,0,,0,,,1,,0,,22704,8,,,,0,0,,,,,0,2,,NULL,,"The current operational state of the interface.",0,0,0,0,0,
22742,4,{$SNMP_COMMUNITY},IF-MIB::ifOutErrors.{#SNMPINDEX},10067,"Outbound errors on interface $1",ifOutErrors[{#SNMPVALUE}],60,7,365,0,3,,,0,1,,0,,,1,,0,,22707,NULL,,,,0,0,,,,,0,2,,NULL,,"For packet-oriented interfaces, the number of outbound packets that could not be transmitted because of errors. For character-oriented or fixed-length interfaces, the number of outbound transmission units that could not be transmitted because of errors.",0,0,0,0,0,
22743,4,{$SNMP_COMMUNITY},IF-MIB::ifOutOctets.{#SNMPINDEX},10067,"Outgoing traffic on interface $1",ifOutOctets[{#SNMPVALUE}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,22702,NULL,,,,0,0,,,,,0,2,,NULL,,"The number of octets transmitted in MAC frames on this interface, including the MAC header and FCS.",0,0,0,0,0,
22744,4,{$SNMP_COMMUNITY},IF-MIB::ifNumber.0,10067,"Number of network interfaces",ifNumber,3600,7,365,0,3,,,0,0,,0,,,1,,0,,22709,NULL,,,,0,0,,,,,0,0,,NULL,,"The number of network interfaces (regardless of their current state) present on this system.",0,0,0,0,0,
22746,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageDescr,10068,"Disk partitions",hrStorageDescr,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#SNMPVALUE}:@Storage devices for SNMP discovery",NULL,,"The rule will discover all disk partitions matching the global regexp ""Storage devices for SNMP discovery"".

{$SNMP_COMMUNITY} is a global macro.",0,30,0,0,0,
22749,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageDescr.{#SNMPINDEX},10068,"Description of storage $1",hrStorageDescr[{#SNMPVALUE}],3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,"A description of the type and instance of the storage described by this entry.",0,0,0,0,0,
22755,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageAllocationUnits.{#SNMPINDEX},10068,"Allocation units for storage $1",hrStorageAllocationUnits[{#SNMPVALUE}],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,"The size, in bytes, of the data objects allocated from this pool.  If this entry is monitoring sectors, blocks, buffers, or packets, for example, this number will commonly be greater than one.  Otherwise this number will typically be one.",0,0,0,0,0,
22756,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageSize.{#SNMPINDEX},10068,"Total disk space on $1 in units",hrStorageSize[{#SNMPVALUE}],3600,7,365,0,3,,units,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,"The size of the storage represented by this entry, in units of hrStorageAllocationUnits. This object is writable to allow remote configuration of the size of the storage area in those cases where such an operation makes sense and is possible on the underlying system. For example, the amount of main memory allocated to a buffer pool might be modified or the amount of disk space allocated to virtual memory might be modified.",0,0,0,0,0,
22757,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageUsed.{#SNMPINDEX},10068,"Used disk space on $1 in units",hrStorageUsed[{#SNMPVALUE}],60,7,365,0,3,,units,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,"The amount of the storage represented by this entry that is allocated, in units of hrStorageAllocationUnits.",0,0,0,0,0,
22758,15,,,10068,"Total disk space on $1",hrStorageSizeInBytes[{#SNMPVALUE}],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,"last(""hrStorageSize[{#SNMPVALUE}]"") * last(""hrStorageAllocationUnits[{#SNMPVALUE}]"")",,0,0,,,,,0,2,,NULL,,"This is a calculated item, we need it to get total disk space in bytes.",0,0,0,0,0,
22759,15,,,10068,"Used disk space on $1",hrStorageUsedInBytes[{#SNMPVALUE}],60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,"last(""hrStorageUsed[{#SNMPVALUE}]"") * last(""hrStorageAllocationUnits[{#SNMPVALUE}]"")",,0,0,,,,,0,2,,NULL,,"This is a calculated item, we need it to get used disk space in bytes.",0,0,0,0,0,
22760,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageDescr,10067,"Disk partitions",hrStorageDescr,3600,90,365,0,4,,,0,0,,0,,,1,,0,,22746,NULL,,,,0,0,,,,,0,1,"{#SNMPVALUE}:@Storage devices for SNMP discovery",NULL,,"The rule will discover all disk partitions matching the global regexp ""Storage devices for SNMP discovery"".

{$SNMP_COMMUNITY} is a global macro.",0,30,0,0,0,
22761,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageAllocationUnits.{#SNMPINDEX},10067,"Allocation units for storage $1",hrStorageAllocationUnits[{#SNMPVALUE}],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,22755,NULL,,,,0,0,,,,,0,2,,NULL,,"The size, in bytes, of the data objects allocated from this pool.  If this entry is monitoring sectors, blocks, buffers, or packets, for example, this number will commonly be greater than one.  Otherwise this number will typically be one.",0,0,0,0,0,
22762,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageDescr.{#SNMPINDEX},10067,"Description of storage $1",hrStorageDescr[{#SNMPVALUE}],3600,7,365,0,1,,,0,0,,0,,,1,,0,,22749,NULL,,,,0,0,,,,,0,2,,NULL,,"A description of the type and instance of the storage described by this entry.",0,0,0,0,0,
22763,15,,,10067,"Total disk space on $1",hrStorageSizeInBytes[{#SNMPVALUE}],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,22758,NULL,,"last(""hrStorageSize[{#SNMPVALUE}]"") * last(""hrStorageAllocationUnits[{#SNMPVALUE}]"")",,0,0,,,,,0,2,,NULL,,"This is a calculated item, we need it to get total disk space in bytes.",0,0,0,0,0,
22764,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageSize.{#SNMPINDEX},10067,"Total disk space on $1 in units",hrStorageSize[{#SNMPVALUE}],3600,7,365,0,3,,units,0,0,,0,,,1,,0,,22756,NULL,,,,0,0,,,,,0,2,,NULL,,"The size of the storage represented by this entry, in units of hrStorageAllocationUnits. This object is writable to allow remote configuration of the size of the storage area in those cases where such an operation makes sense and is possible on the underlying system. For example, the amount of main memory allocated to a buffer pool might be modified or the amount of disk space allocated to virtual memory might be modified.",0,0,0,0,0,
22765,15,,,10067,"Used disk space on $1",hrStorageUsedInBytes[{#SNMPVALUE}],60,7,365,0,3,,B,0,0,,0,,,1,,0,,22759,NULL,,"last(""hrStorageUsed[{#SNMPVALUE}]"") * last(""hrStorageAllocationUnits[{#SNMPVALUE}]"")",,0,0,,,,,0,2,,NULL,,"This is a calculated item, we need it to get used disk space in bytes.",0,0,0,0,0,
22766,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageUsed.{#SNMPINDEX},10067,"Used disk space on $1 in units",hrStorageUsed[{#SNMPVALUE}],60,7,365,0,3,,units,0,0,,0,,,1,,0,,22757,NULL,,,,0,0,,,,,0,2,,NULL,,"The amount of the storage represented by this entry that is allocated, in units of hrStorageAllocationUnits.",0,0,0,0,0,
22767,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageDescr,10069,"Disk partitions",hrStorageDescr,3600,90,365,0,4,,,0,0,,0,,,1,,0,,22746,NULL,,,,0,0,,,,,0,1,"{#SNMPVALUE}:@Storage devices for SNMP discovery",NULL,,"The rule will discover all disk partitions matching the global regexp ""Storage devices for SNMP discovery"".

{$SNMP_COMMUNITY} is a global macro.",0,30,0,0,0,
22768,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageAllocationUnits.{#SNMPINDEX},10069,"Allocation units for storage $1",hrStorageAllocationUnits[{#SNMPVALUE}],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,22755,NULL,,,,0,0,,,,,0,2,,NULL,,"The size, in bytes, of the data objects allocated from this pool.  If this entry is monitoring sectors, blocks, buffers, or packets, for example, this number will commonly be greater than one.  Otherwise this number will typically be one.",0,0,0,0,0,
22769,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageDescr.{#SNMPINDEX},10069,"Description of storage $1",hrStorageDescr[{#SNMPVALUE}],3600,7,365,0,1,,,0,0,,0,,,1,,0,,22749,NULL,,,,0,0,,,,,0,2,,NULL,,"A description of the type and instance of the storage described by this entry.",0,0,0,0,0,
22770,15,,,10069,"Total disk space on $1",hrStorageSizeInBytes[{#SNMPVALUE}],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,22758,NULL,,"last(""hrStorageSize[{#SNMPVALUE}]"") * last(""hrStorageAllocationUnits[{#SNMPVALUE}]"")",,0,0,,,,,0,2,,NULL,,"This is a calculated item, we need it to get total disk space in bytes.",0,0,0,0,0,
22771,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageSize.{#SNMPINDEX},10069,"Total disk space on $1 in units",hrStorageSize[{#SNMPVALUE}],3600,7,365,0,3,,units,0,0,,0,,,1,,0,,22756,NULL,,,,0,0,,,,,0,2,,NULL,,"The size of the storage represented by this entry, in units of hrStorageAllocationUnits. This object is writable to allow remote configuration of the size of the storage area in those cases where such an operation makes sense and is possible on the underlying system. For example, the amount of main memory allocated to a buffer pool might be modified or the amount of disk space allocated to virtual memory might be modified.",0,0,0,0,0,
22772,15,,,10069,"Used disk space on $1",hrStorageUsedInBytes[{#SNMPVALUE}],60,7,365,0,3,,B,0,0,,0,,,1,,0,,22759,NULL,,"last(""hrStorageUsed[{#SNMPVALUE}]"") * last(""hrStorageAllocationUnits[{#SNMPVALUE}]"")",,0,0,,,,,0,2,,NULL,,"This is a calculated item, we need it to get used disk space in bytes.",0,0,0,0,0,
22773,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrStorageUsed.{#SNMPINDEX},10069,"Used disk space on $1 in units",hrStorageUsed[{#SNMPVALUE}],60,7,365,0,3,,units,0,0,,0,,,1,,0,,22757,NULL,,,,0,0,,,,,0,2,,NULL,,"The amount of the storage represented by this entry that is allocated, in units of hrStorageAllocationUnits.",0,0,0,0,0,
22774,4,{$SNMP_COMMUNITY},SNMPv2-MIB::sysContact.0,10069,"Device contact details",sysContact,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22713,NULL,,,,0,0,,,,,0,0,,NULL,,"The textual identification of the contact person for this managed node, together with information on how to contact this person.  If no contact information is known, the value is the zero-length string.",23,0,0,0,0,
22775,4,{$SNMP_COMMUNITY},SNMPv2-MIB::sysDescr.0,10069,"Device description",sysDescr,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22710,NULL,,,,0,0,,,,,0,0,,NULL,,"A textual description of the entity.  This value should include the full name and version identification of the system's hardware type, software operating-system, and networking software.",14,0,0,0,0,
22776,4,{$SNMP_COMMUNITY},SNMPv2-MIB::sysLocation.0,10069,"Device location",sysLocation,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22712,NULL,,,,0,0,,,,,0,0,,NULL,,"The physical location of this node (e.g., `telephone closet, 3rd floor').  If the location is unknown, the value is the zero-length string.",24,0,0,0,0,
22777,4,{$SNMP_COMMUNITY},SNMPv2-MIB::sysName.0,10069,"Device name",sysName,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22711,NULL,,,,0,0,,,,,0,0,,NULL,,"An administratively-assigned name for this managed node. By convention, this is the node's fully-qualified domain name.  If the name is unknown, the value is the zero-length string.",3,0,0,0,0,
22778,4,{$SNMP_COMMUNITY},SNMPv2-MIB::sysUpTime.0,10069,"Device uptime",sysUpTime,60,7,365,0,3,,uptime,1,0,,0,,,0.01,,0,,22714,NULL,,,,0,0,,,,,0,0,,NULL,,"The time since the network management portion of the system was last re-initialized.",0,0,0,0,0,
22779,4,{$SNMP_COMMUNITY},IF-MIB::ifDescr,10069,"Network interfaces",ifDescr,3600,90,365,0,4,,,0,0,,0,,,1,,0,,22700,NULL,,,,0,0,,,,,0,1,:,NULL,,"You may also consider using IF-MIB::ifType or IF-MIB::ifAlias for discovery depending on your filtering needs.

{$SNMP_COMMUNITY} is a global macro.",0,30,0,0,0,
22780,4,{$SNMP_COMMUNITY},IF-MIB::ifAdminStatus.{#SNMPINDEX},10069,"Admin status of interface $1",ifAdminStatus[{#SNMPVALUE}],60,7,365,0,3,,,0,0,,0,,,1,,0,,22705,11,,,,0,0,,,,,0,2,,NULL,,"The desired state of the interface.",0,0,0,0,0,
22781,4,{$SNMP_COMMUNITY},IF-MIB::ifAlias.{#SNMPINDEX},10069,"Alias of interface $1",ifAlias[{#SNMPVALUE}],3600,7,365,0,1,,,0,0,,0,,,1,,0,,22708,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22782,4,{$SNMP_COMMUNITY},IF-MIB::ifDescr.{#SNMPINDEX},10069,"Description of interface $1",ifDescr[{#SNMPVALUE}],3600,7,365,0,1,,,0,0,,0,,,1,,0,,22703,NULL,,,,0,0,,,,,0,2,,NULL,,"A textual string containing information about the interface.  This string should include the name of the manufacturer, the product name and the version of the interface hardware/software.",0,0,0,0,0,
22783,4,{$SNMP_COMMUNITY},IF-MIB::ifInErrors.{#SNMPINDEX},10069,"Inbound errors on interface $1",ifInErrors[{#SNMPVALUE}],60,7,365,0,3,,,0,1,,0,,,1,,0,,22706,NULL,,,,0,0,,,,,0,2,,NULL,,"For packet-oriented interfaces, the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces, the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol.",0,0,0,0,0,
22784,4,{$SNMP_COMMUNITY},IF-MIB::ifInOctets.{#SNMPINDEX},10069,"Incoming traffic on interface $1",ifInOctets[{#SNMPVALUE}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,22701,NULL,,,,0,0,,,,,0,2,,NULL,,"The number of octets in valid MAC frames received on this interface, including the MAC header and FCS.",0,0,0,0,0,
22785,4,{$SNMP_COMMUNITY},IF-MIB::ifOperStatus.{#SNMPINDEX},10069,"Operational status of interface $1",ifOperStatus[{#SNMPVALUE}],60,7,365,0,3,,,0,0,,0,,,1,,0,,22704,8,,,,0,0,,,,,0,2,,NULL,,"The current operational state of the interface.",0,0,0,0,0,
22786,4,{$SNMP_COMMUNITY},IF-MIB::ifOutErrors.{#SNMPINDEX},10069,"Outbound errors on interface $1",ifOutErrors[{#SNMPVALUE}],60,7,365,0,3,,,0,1,,0,,,1,,0,,22707,NULL,,,,0,0,,,,,0,2,,NULL,,"For packet-oriented interfaces, the number of outbound packets that could not be transmitted because of errors. For character-oriented or fixed-length interfaces, the number of outbound transmission units that could not be transmitted because of errors.",0,0,0,0,0,
22787,4,{$SNMP_COMMUNITY},IF-MIB::ifOutOctets.{#SNMPINDEX},10069,"Outgoing traffic on interface $1",ifOutOctets[{#SNMPVALUE}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,22702,NULL,,,,0,0,,,,,0,2,,NULL,,"The number of octets transmitted in MAC frames on this interface, including the MAC header and FCS.",0,0,0,0,0,
22788,4,{$SNMP_COMMUNITY},IF-MIB::ifNumber.0,10069,"Number of network interfaces",ifNumber,3600,7,365,0,3,,,0,0,,0,,,1,,0,,22709,NULL,,,,0,0,,,,,0,0,,NULL,,"The number of network interfaces (regardless of their current state) present on this system.",0,0,0,0,0,
22789,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrProcessorLoad,10070,Processors,hrProcessorLoad,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,:,NULL,,"{$SNMP_COMMUNITY} is a global macro.",0,30,0,0,0,
22793,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrProcessorLoad.{#SNMPINDEX},10070,"Utilization of processor #$1",hrProcessorLoad[{#SNMPINDEX}],60,7,365,0,3,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,"The average, over the last minute, of the percentage of time that this processor was not idle. Implementations may approximate this one minute smoothing period if necessary.",0,0,0,0,0,
22796,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrProcessorLoad,10069,Processors,hrProcessorLoad,3600,90,365,0,4,,,0,0,,0,,,1,,0,,22789,NULL,,,,0,0,,,,,0,1,:,NULL,,"{$SNMP_COMMUNITY} is a global macro.",0,30,0,0,0,
22797,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrProcessorLoad.{#SNMPINDEX},10069,"Utilization of processor #$1",hrProcessorLoad[{#SNMPINDEX}],60,7,365,0,3,,%,0,0,,0,,,1,,0,,22793,NULL,,,,0,0,,,,,0,2,,NULL,,"The average, over the last minute, of the percentage of time that this processor was not idle. Implementations may approximate this one minute smoothing period if necessary.",0,0,0,0,0,
22798,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrProcessorLoad,10067,Processors,hrProcessorLoad,3600,90,365,0,4,,,0,0,,0,,,1,,0,,22789,NULL,,,,0,0,,,,,0,1,:,NULL,,"{$SNMP_COMMUNITY} is a global macro.",0,30,0,0,0,
22799,4,{$SNMP_COMMUNITY},HOST-RESOURCES-MIB::hrProcessorLoad.{#SNMPINDEX},10067,"Utilization of processor #$1",hrProcessorLoad[{#SNMPINDEX}],60,7,365,0,3,,%,0,0,,0,,,1,,0,,22793,NULL,,,,0,0,,,,,0,2,,NULL,,"The average, over the last minute, of the percentage of time that this processor was not idle. Implementations may approximate this one minute smoothing period if necessary.",0,0,0,0,0,
22800,12,,,10071,"BB +1.8V SM",bb_1.8v_sm,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"BB +1.8V SM",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22801,12,,,10071,"BB +3.3V",bb_3.3v,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"BB +3.3V",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22802,12,,,10071,"BB +3.3V STBY",bb_3.3v_stby,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"BB +3.3V STBY",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22803,12,,,10071,"BB +5.0V",bb_5.0v,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"BB +5.0V",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22804,12,,,10071,"BB Ambient Temp",bb_ambient_temp,60,7,365,0,0,,C,0,0,,0,,,1,,0,,NULL,NULL,,,"BB Ambient Temp",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22805,12,,,10071,Power,power,60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,power,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22806,12,,,10071,"Processor Vcc",processor_vcc,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"Processor Vcc",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22807,12,,,10071,"System Fan 3",system_fan_3,60,7,365,0,0,,RPM,0,0,,0,,,1,,0,,NULL,NULL,,,"System Fan 3",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22808,12,,,10072,"Baseboard Temp",baseboard_temp,60,7,365,0,0,,C,0,0,,0,,,1,,0,,NULL,NULL,,,"Baseboard Temp",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22809,12,,,10072,"BB +1.05V PCH",bb_1.05v_pch,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"BB +1.05V PCH",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22810,12,,,10072,"BB +1.1V P1 Vccp",bb_1.1v_p1_vccp,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"BB +1.1V P1 Vccp",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22811,12,,,10072,"BB +1.5V P1 DDR3",bb_1.5v_p1_ddr3,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"BB +1.5V P1 DDR3",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22812,12,,,10072,"BB +3.3V",bb_3.3v,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"BB +3.3V",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22813,12,,,10072,"BB +3.3V STBY",bb_3.3v_stby,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"BB +3.3V STBY",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22814,12,,,10072,"BB +5.0V",bb_5.0v,60,7,365,0,0,,V,0,0,,0,,,1,,0,,NULL,NULL,,,"BB +5.0V",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22815,12,,,10072,"Front Panel Temp",front_panel_temp,60,7,365,0,0,,C,0,0,,0,,,1,,0,,NULL,NULL,,,"Front Panel Temp",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22816,12,,,10072,Power,power,60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,power,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22817,12,,,10072,"System Fan 2",system_fan_2,60,7,365,0,0,,RPM,0,0,,0,,,1,,0,,NULL,NULL,,,"System Fan 2",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22818,12,,,10072,"System Fan 3",system_fan_3,60,7,365,0,0,,RPM,0,0,,0,,,1,,0,,NULL,NULL,,,"System Fan 3",0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22819,0,,,10073,"MySQL status",mysql.ping,60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,1,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.ping, which is defined in userparameter_mysql.conf.

0 - MySQL server is down
1 - MySQL server is up",0,30,0,0,0,
22820,0,,,10073,"MySQL uptime",mysql.status[Uptime],60,7,365,0,3,,uptime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22821,0,,,10073,"MySQL version",mysql.version,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.version, which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22822,0,,,10073,"MySQL insert operations per second",mysql.status[Com_insert],60,7,365,0,0,,qps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22823,0,,,10073,"MySQL select operations per second",mysql.status[Com_select],60,7,365,0,0,,qps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22824,0,,,10073,"MySQL update operations per second",mysql.status[Com_update],60,7,365,0,0,,qps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22825,0,,,10073,"MySQL rollback operations per second",mysql.status[Com_rollback],60,7,365,0,0,,qps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
